text,complexity,taboo_word_0,taboo_word_1,taboo_word_2,taboo_word_3,taboo_word_4,taboo_word_5,taboo_word_6,taboo_word_7,taboo_word_8,taboo_word_9
دامدار,2,گوسفند,کشاورزی,پرورش,زراعت,دام,مرغداری,حیوانات,خوراک,فصل,محیط
ژاندارم,3,پلیس,امنیت,قانون,سرباز,مأمور,نظامی,کنترل,دستگیری,وظیفه,محافظت
نمایش‌نامه نویس,3,خلاقیت,داستان,صحنه,شخصیت,سناریو,تئاتر,دیالوگ,نمایش,ایده,استهلال
بازرگان,2,تجارت,تاجر,کسب و کار,محصول,فروش,بازار,عرضه,خرید,سود,مشتری
تاجر,2,بازرگان,فروش,خرید,محصول,بازار,سرمایه,کسب و کار,مشتری,تجارت,معامله
مشاور مالی,3,سرمایه گذاری,حسابدار,بودجه,مالیات,سود,تجزیه و تحلیل,پول,تامین مالی,گزارش مالی,راهنما
مشاور خانواده,3,روانشناس,مشاوره,اختلاف,اخلاق,دیه,ازدواج,رابطه,خانواده,حمایت,تنش
نماینده مجلس,3,سیاسی,انتخابات,قانونگذاری,حکومت,دولت,احزاب,مناطق,مردم,مجلس شورای اسلامی,وکیل
اخترشناس,3,نجوم,تلسکوپ,سیارات,ستاره,کیهان,فضا,مجرّات,تحقیق,داده,علوم
مسئول موزه,3,نگهداری,آثار تاریخی,نمایشگاه,سازماندهی,گردشگری,تحقیق,بازدیدکننده,آموزش,حفاظت,مدیریت
آهنگساز,2,موسیقی,نوازنده,آلبوم,تولید,صدا,شنیدن,تدوین,خواننده,کلام,ساز
شاعر,1,ادبیات,شعر,غزل,قافیه,سرود,اثر,خلاقیت,برگزار,مخاطب,احساس
سرایدار,2,نگهدار,خانه,مسئول,کارمند,شغل,خدمتکار,محل,مدیریت,خدمات,پیشنهاد
کنتور خوان,3,اندازه گیری,برق,آب,صدور صورت‌حساب,محاسبه,ثبت,کارشناسی,مصرف,مدار,تجهیزات
پیتزا مخلوط,2,غذا,خوردنی,پنیر,تنوع,خمیر,سوسیس,سبزیجات,فر,سرو,رستوران
کوکو سیب‌زمینی,2,غذا,سیب‌زمینی,سرخ‌کردنی,مطبخ,تخم‌مرغ,ادویه‌جات,غذای ایرانی,کباب,طرز تهیه,برشته
کشک بادمجان,2,بادمجان,غذا,خورشتی,مخلوط,دسر,لبنیات,ادویه,تنقلات,اشتهاآور,سیاه
کباب ترش,2,غذا,شمال,مرغ,سیخ,طعم,زردآلو,چاشنی,آتش,باربیکیو,فرهنگ
مرغ سوخاری,2,غذا,سرخ کردن,پنیر,فیله,ترد,سرو,کنار غذا,چدن,ادویه,سس
سالاد ماکارونی,2,پاستا,غذای سرد,سبزیجات,سس مایونز,دسر,رنگارنگ,آشپزی,ناهار,حداقل کالری,مخلوط
سوپ گوجه,2,مایع,غذای گرم,سبزیجات,آشپزی,طرز تهیه,گوجه‌فرنگی,کاسه,فصل سرد,غذای سریع,تند
ته چین,2,برنج,کافه,غذای ایرانی,پلو,زعفران,خوشمزه,پختن,لایه,خوراک,فر
لوبیا پلو,2,غذا,برنج,حبوبات,خورشت,پلو,سبز,خوراک,خوردن,کباب,سرو
ماش پلو,3,برنج,غذا,نخود,لپه,خوراک,آشپزی,مطبخ,بخارپز,سبزیجات,مغذی
کلم پلو,2,غذا,برنج,سبزیجات,وعده,خوراک,کلم,ماهی,خوشمزه,پلو,مناسبت
استامبولی,2,غذا,ترکی,فلفل,پلو,خوراک,ادویه,دستی,شیرینی,آشپزی,رستوران
ماهی پلو,2,پلو,ماهی,غذا,برنج,خوراک,بخارپز,ادویه,مجلسی,سرخ کردن,تهیه
میرزاقاسمی,2,برنج,ماهی,غذا,گیاه,آشپزی,خاک,روغن,تبریز,خورش,عطر
ماهی سفید,1,آبزی,خوراکی,سرطان,دریایی,پختن,صیادی,ماهی‌گیری,گوشت,غذای لذیذ,تغذیه
موزاییک,2,تزیین,نقش,کاشی,رنگین,سخت,هنر,طرح,سطح,خلاقیت,گروه
آقای گل,2,فوتبال,گل,بازیکن,تیم,مسابقه,شکستن رکورد,نکونام,مهاجم,لیگ,شوت
بی حوصله,3,خمود,آرام,تنهایی,کسل,بی‌انگیزه,بی‌علاقه,بی‌دقت,سرد,بی‌ثمر,کسالت
دکتر مغز و  اعصاب,2,پزشک,عصب,مغز,تشخیص,بیماری,درمان,بیمارستان,عمل جراحی,نورولوژی,اختلال
املا,1,نوشتن,کتب,دیکته,یادداشت,مدرسه,تمرین,خط,زبان,فرهنگ,آموزش
تنگ ماهی,2,ماهی,آب,دکوراسیون,حیوانات خانگی,ظرف,نگهداری,زینتی,آکواریوم,اکوسیستم,پمپ هوا
کلاهشون رفته تو هم,3,احساسات,عصبانی,چیزی شبیه,مغز,غیرعادی,دیوانگی,بیرون از کنترل,جنون,خودخواهی,فکر کردن
تازه به دوران رسیده,2,ثروت,جدید,پولدار,مدرنیسم,سطحی,تظاهر,خودنمایی,فخر,بزرگمنشی,دوران جوانی
لامپ پر مصرف,2,نور,برق,بهره‌وری,سرعت,قدرت,هزینه,محیط زیست,گرما,مصرف,چراغ
خَردل,1,ادویه,زرد,سس,ترشی,غذا,طعم,دانه,تند,خوراکی,سالاد
لوزالمعده,2,غده,رقیق,هضم,خوشمزه,انسولین,سابور,قند,معده,دیابت,دستگاه گوارش
شفتالو,2,میوه,مربا,هسته,تربچه,رنگ زرد,سمابران,فصل تابستان,خوشمزه,درخت,کمربند
آب از دستش نمیچکه,2,خشکی,چکه,سرما,مرطوب,نشت,سرازیر,غیبت,گل,بخار,گدازه
جمجمه,1,سر,مغز,استخوان,صورت,اجساد,جاندار,چهره,انعطاف‌پذیر,تکه,پیکر
سیبیل,2,مرد,زیر بینی,ته ریش,صورت,مو,نگاه,سبیل,زینت,خودآرایی,قدیمی
قوی هیکل ,3,قد بلند,عضلانی,سخت,زورمند,پر قدرت,بدنسازی,وزن زیاد,پشتکار,قوت,مربی
قلیه ماهی,2,غذا,ماهی,خورشت,جنوبی,تند,ادویه,خوراک,زردچوبه,ریحان,سرکه
نای,2,ساز,صدای,موسیقی,تم,لوله,نوای,آب,نوازنده,سرود,آوای
باقالی,2,خوراکی,پلو,غذا,سبز,کشت,محلی,مغذی,حبوبات,خوشمزه,پودری
باقلوا,2,شیرینی,خوشمزه,بادام,پسته,عید,قاووت,خنک,مناطق,فست فود,طرز تهیه
ملیح,3,زیبا,خوشمزه,لطیف,دلپذیر,فریبنده,جذاب,سرگرم کننده,شیرین,چشمگیر,سحرآمیز
ساده لوح,3,بی‌خبر,احمق,ناآگاه,معصوم,خوش‌باور,سادگی,زودباور,فریب‌پذیر,جادوگر,بچگانه
خیال پرداز,2,رویا,تخیل,تصور,دنیا,ذهن,ایده,خواب,شخصیت,جستجو,احساس
خط کش فلزی,2,متر,طول,اندازه گیری,مقوایی,خطوط,دقیق,مهندسی,خط کشی,گیره,کشیدنی
خوش سیما,3,زیبا,چهره,جذاب,ظاهر,بامزه,لطیف,دلنشین,نورانی,شیک,شگفت‌انگیز
استخوانی,2,لاغر,نان,بدن,سخت,پستان,طولانی,پیوستگی,پیکره,پوشش,پیشانی
برومند,3,قدرت,توانایی,قوی,شجاعت,پهلوان,نیرومند,استقامت,فرد موفق,سختی,انگیزه
بیچاره,2,ناتوان,فقیر,بدبخت,شرایط سخت,کمبود,محنت,غم,بدشانسی,رنج,تنهایی
تخس,3,بازی,شلوغی,کودک,ناشاقل,باج‌گیر,شیطنت,خرابکاری,شیطان,دست‌نیافتنی,سروصدا
خل,1,پماد,التیام,درمان,زخم,عفونت,ماده,پوسیدگی,باکتری,صورتی,سفید
ریز,2,کوچک,ظریف,جزئی,نظیر,ساده,پخمه,صفحه,بزرگی,خشک,نازک
زبل,2,حیله,زیرک,فریب,هوش,مکر,زبانزدی,نیرنگ,عقل,چالاکی,کلاهبرداری
سرعت گیر,2,ترافیک,خودرو,حرکت,شکست,جاده,خط,کنترل,کاهش,ایمنی,سیگنال
چرک کف دستِ,1,آلودگی,پاکیزگی,دست,نظافت,بیماری,بکسل,میکروب,چربی,کثیفی,شستشو
یلا قبا,3,لباس,پوشاک,مد,استایل,دوخت,پارچه,طرح,زنانه,فصل,رنگ
کاچی به از هیچی,3,چیزی,بی‌ارزش,ایده,کمبود,عدم,نقص,خالی,نبود,کم,ناچیز
صد من یه غاز,3,مقدار,پول,ارزش,مثقال,غیرمعمول,قیمت,معامله,کالا,سرمایه,غازه
بشنو و باور مکن,3,شنیدن,ایمان,گفتن,اعتقاد,حقیقت,داستان,مردم,شایعه,تحلیل,شک
فوت کوزه گری,3,مهارت,صنعت,سفالگری,هنر,کوزه,سازنده,خلاقیت,دست,ساخت,تجربه
دوستی خاله خرسه,2,قصه,خرس,دوستانه,خاله,بچگی,ماجرا,حیوانات,کودکی,محبت,شخصیت
مارموز,2,فریب,دسیسه,راز,حیله,نیرنگ,بدگمانی,پنهان,مکار,فریبکار,سازش
از پشت خنجر زدن,2,خیانت,دشمنی,فریب,حمله,ناامنی,غافلگیری,نقشه,نفوذ,توطئه,مرگ
این به اون در,3,معامله,مبادله,تناسب,تبادل,سود,توافق,تجارت,هزینه,منافع,مقابله
به خاک سیاه نشاندن,3,شکست,ناامیدی,گناه,فشار,ذلت,تندرو,تحقیر,افت,خسارت,نابودی
شیش و بش,2,مسابقه,رقابت,شخصی,برنده,شخصیت,راهی,مقابل,نقطه‌نظر,داور,گروهی
یه تیر و دو نشان,3,کمان,هدف,پیروزی,زمان,فرصت,چند,تناقض,دوگانه,استراتژی,کارایی
پز عالی جیب خالی,3,بدهی,کمبود,فشار مالی,غیر واقعی,ظاهر,پولدار,تظاهر,زندگی لوکس,ساده زیستی,عیاشی
زیر و رو کشیدن,3,چرخاندن,تغییر,حالت,مردم,برعکس کردن,دگرگون,کج کردن,روش,وضعیت,برهم زدن
کپل,2,پشت,چاق,بدن,لاغر,شکم,کمر,زنانه,فردوس,حرکت,زیبایی
سنگ رو یخ,3,یخ,سرد,زمین,حوادث,لغزنده,سرما,شکستن,فصل زمستان,سقوط,پیش‌بینی
سکه یه پول,3,پول,تجارت,خرید,سکه,قیمت,اقتصاد,ارز,بارز,مبادله,هزینه
بلند بالا,2,عالی,آسمان,جلوس,سر,قله,نزدیکترین,سقف,افراشتگی,بلندی,مقبره
بگیر و ببند,3,دستگیر,محبوس,بازداشت,پلیس,شکایت,جرم,قوانین,پیشگیری,زندانی,توقیف
بزن بهادر,3,شجاع,قهرمان,قدرت,رزمنده,دلیر,جنگجو,خطر,مبارزه,سختکوشی,غیرت
آسمون جُل,3,پرنده,خورشید,ویژگی,فضا,ابر,غروب,نور,نقش,آبی,بهشت
بوق سگ,2,سگ,صدا,نقل و انتقال,حیوان خانگی,سگWatch,بخش شنوایی,بوق,پیشرفته,واکنش,نگهبان
نی قلیون,2,دود,سیگار,کشیدن,آتش,محل جمع شدن,زبان,طعم,لوله,پدران,نوشیدنی
دیافراگم,3,تنفس,قفسه سینه,غشایی,شکم,عضله,پمپ,تنظیم فشار,حرکت,جدار,سنجش
معروف,1,مشهور,شناخته شده,محبوب,مشخص,معروفیت,نامدار,وجاهت,فاموس,جاذبه,افراد
ماهر,2,تخصص,استعداد,کاردانی,هنر,قابلیت,ماهرانه,مهارت,کارآمد,پیشرفته,تحصیلات
نازک,1,لاغر,نرم,باریک,شکننده,سبک,نازک کاری,دقیق,شُماره,مات,چشمگیر
موش,1,جرم,پستاندار,سیاه,پناهگاه,خزنده,خوردن,سمی,لانه,تاریخی,پیشرفته
خنک,1,سرد,آب و هوای معتدل,فصل پاییز,دما,تازگی,نوشیدنی,احساس راحتی,نسیم,طبیعت,شب
داغ,1,گرم,آتش,سوزان,حرارت,تفتیده,پخته,نیم‌پز,چاشنی,دما,پیشانی
فداکار,1,ایثار,فدا,خودگذشتگی,کمک,رفاقت,محبت,قربانی,شجاعت,عاطفه,بخشش
کاغذ,1,نوشتن,کتاب,چاپ,مداد,پرینتر,صفحه,دسته,کلاس,تکلیف,داخل
حروم لقمه,2,غذا,ممنوع,سختی,از دست دادن,نجس,محروم,غیرمجاز,پناهبردن,قوانین,تخطی
ساعد,1,دست,مچ,آرنج,حرکت,عضله,قدرت,ورزش,وزنه,تناسب اندام,ضربه
مک لارن,3,خودرو,فراری,مسابقه,سرعت,ماشین,طراحی,فناوری,فرمول یک,انگلیس,موتور
خط کش مهندسی,3,نقشه,اندازه‌گیری,مقیاس,زاویه,کشیدن,طول,متر,مقادیر,دقت,طراحی
موچین,1,ابرو,زیبایی,موی,ریش,تراشیدن,صورت,آرایش,مو,اتاق آرایش,مراقبت
تخمه,1,خوردنی,گرد,زرد,آجیل,دانه,سرگرمی,سالی,ارزش غذایی,پروتئین,میان‌وعده
خز بودن,3,عدم عرق,محلول سرد,سردی,هوای تمیز,بیرون,فصل زمستان,نمی‌خواهد گرم شود,پادگانه,برف,ماهی
شیرینی پز,2,غذا,تخم مرغ,آرد,پخت,دسر,شیرینی,مربا,کیک,فانوسی,قنادی
بدلیجات فروشی,3,زیورآلات,فروشگاه,جواهرات,دستبند,قیمت,خرید,مدل,جواهر,لوازم,علاقه
سی دی فروشی ,2,فروشگاه,موسیقی,دیجیتال,آلبوم,ساخت,رایگان,نسخه,پیاده‌سازی,کپی,مدیای خانگی
کارمند مخابرات,2,مدیر,تکنولوژی,ارتباطات,گوشی,سیم‌کارت,خدمات,پاسخگویی,اینترنت,تلفن,چشم‌انداز
وزیر امور خارجه,2,دیپلمات,سیاست,دولت,مذاکره,بین‌المللی,کشور,سخنگو,وزارت,روابط,اختیارات
کاپرا,2,ماهی,آبزی,غذای دریایی,رنگین,آکواریوم,صدف,دریا,محیط زیست,پرورشی,خزنده
جیپ صحرا,3,ماشین,سفر,آفرود,پایداری,شن,کوهستان,خودرو,ایران,ماجراجویی,طبیعت
جنگل گلستان,3,طبیعت,درخت,حیات وحش,زیبایی,پوشش گیاهی,کوهستان,چشم انداز,محیط زیست,آب و هوا,گردشگری
شنا قورباغه,1,آب,پریدن,کف,خزندگان,گودال,صدای قور,ران,موجودات,طبیعت,سبز
شنا پروانه ,2,ورزش,آب,حرکت,فردی,سرعت,استخر,رقص,کفش,مسابقه,تکنیک
شنا کرال,2,آب,ورزش,تجلی,تغییر,استخر,حرکت,غوطه‌ور,موج,تفریح,تعمق
مربی شنا ,2,آب,استخر,آموختن,دوره,کلاس,مهارت,غواصی,حرکات,تمرین,رقابت
رنو pk,2,خودرو,فرانسه,کوچک,جوان,اقتصادی,مدل,تولید,موتور,خودروسازی,قیمت مناسب
شنا کرال پشت,2,آب,حرکت,پشت,بازی,رقص,ورزش,تنفس,استخر,تخصصی,رقصیدن
شرخر,2,دلال,بازی,قمار,زندانی,رَمال,تجارت,وانمود,فریب,کلاهبرداری,موفقیت
مشاور,1,راهنما,مددکار,توصیه,برنامه‌ریزی,مشاوره,ارتباط,استاد,تحلیل,تصمیم‌گیری,بنیان‌گذار
محصل,2,دانش‌آموز,کلاس,مدرسه,تحصیل,کتاب,اندیشه,معلم,درس,آزمون,تحصیل‌کرده
لیدر,2,رهبری,گروه,تیم,مدیر,رهبر,سازماندهی,نفوذ,قدرت,تصمیم‌گیری,انگیزه
